,0
659,0.5
660,8.75
661,51.12
662,10.62
663,58.75
664,94.38
665,71.25
666,65.25
667,48.62
668,95.25
669,55.62
670,11.88
671,73.62
672,9.5
673,3.5
674,16.25
675,58.62
676,13.88
677,54.25
678,58.12
679,0.38
680,64.62
681,52.88
682,39.75
683,14.5
684,26.88
685,2.62
686,72.75
687,3.75
688,73.25
689,29.75
690,8.12
691,93.38
692,62.25
693,30.62
694,19.38
695,44.5
696,95.5
697,64.88
698,19.25
699,79.5
700,71.88
701,92.5
702,38.62
703,66.75
704,30.38
705,60.62
706,32.62
707,63.75
708,40.62
709,9.88
710,13.0
711,59.75
712,42.62
713,17.62
714,63.25
715,35.75
716,89.5
717,16.62
718,40.38
719,17.12
720,36.62
721,84.88
722,11.5
723,4.12
724,0.38
725,27.0
726,35.5
727,20.88
728,27.0
729,17.0
730,59.0
731,16.12
732,16.38
733,68.25
734,4.38
735,84.88
736,30.0
737,47.12
738,62.88
739,76.5
740,8.0
741,58.5
742,82.88
743,63.88
744,65.75
745,94.25
746,44.62
747,20.88
748,59.25
749,17.25
750,31.88
751,1.38
752,20.12
753,88.25
754,69.5
755,41.12
756,84.25
757,78.88
758,84.75
759,83.38
760,76.12
761,90.0
762,10.0
763,49.38
764,43.75
765,65.5
766,67.25
767,52.25
768,40.25
769,22.75
770,57.0
771,82.0
772,9.75
773,15.75
774,65.12
775,60.38
776,62.5
777,85.25
778,66.62
779,79.12
780,41.75
781,24.5
782,26.25
783,51.88
784,38.12
785,17.5
786,85.88
787,49.75
788,30.62
789,42.88
790,26.88
791,60.5
792,17.62
793,51.5
794,61.12
795,76.0
796,46.0
797,67.25
798,63.25
799,89.88
800,2.38
801,30.25
802,83.38
803,32.75
804,33.88
805,56.0
806,35.75
807,21.25
808,96.88
809,40.38
810,57.88
811,39.38
812,12.62
813,36.12
814,40.25
815,70.75
816,91.25
817,89.12
818,6.75
819,51.62
820,23.25
821,93.62
822,59.0
823,4.5
824,90.5
825,94.38
826,52.62
827,79.88
828,69.88
829,1.0
830,18.12
831,41.0
832,24.0
833,19.62
834,90.62
835,35.12
836,20.62
837,31.5
838,76.0
839,61.0
840,92.62
841,23.25
842,82.88
843,47.38
844,79.62
845,74.75
846,25.38
847,31.75
848,91.12
849,70.88
850,18.12
851,78.62
852,23.62
853,37.38
854,84.0
855,86.38
856,6.38
857,41.62
858,22.0
859,54.62
860,26.88
861,54.5
862,35.25
863,0.5
864,84.0
865,67.75
866,62.75
867,44.62
868,55.12
869,37.75
870,32.12
871,75.12
872,80.25
873,71.62
874,43.0
875,79.12
876,37.62
877,70.5
878,87.0
879,84.62
880,53.25
881,35.25
882,99.5
883,67.0
884,90.88
885,79.75
886,43.38
887,23.25
888,30.75
889,80.0
890,73.0
891,28.88
892,14.88
893,76.62
894,25.12
895,92.75
896,90.5
897,41.12
898,22.75
899,80.12
900,84.5
901,96.88
902,79.75
903,26.12
904,69.12
905,40.75
906,69.38
907,45.5
908,50.75
909,81.38
910,75.25
911,86.5
912,93.62
913,14.25
914,88.75
915,46.38
916,57.62
917,52.25
918,60.5
919,13.62
920,38.75
921,24.0
922,26.88
923,90.5
924,27.75
925,74.88
926,12.62
927,26.62
928,45.25
929,52.12
930,78.88
931,19.62
932,92.62
933,60.62
934,70.12
935,12.25
936,85.75
937,7.75
938,72.5
939,44.38
940,18.88
941,24.75
942,45.38
943,63.75
944,55.25
945,13.5
946,66.0
947,47.62
948,76.88
949,60.5
950,1.38
951,54.75
952,57.25
953,0.62
954,69.5
955,31.5
956,94.5
957,93.5
958,46.62
959,47.62
960,33.75
961,76.12
962,9.12
963,77.25
964,47.0
965,50.25
966,85.38
967,90.0
968,82.75
969,14.5
970,74.5
971,46.88
972,52.0
973,73.0
974,82.25
975,44.62
976,88.75
977,12.38
978,38.75
979,63.38
980,0.38
981,35.5
982,2.12
983,14.25
984,74.88
985,49.12
986,24.0
987,34.0
988,52.12
989,87.62
990,79.75
991,67.5
992,13.62
993,65.25
994,8.88
995,49.0
996,22.38
997,0.75
998,67.25
999,69.12
1000,97.25
1001,44.88
1002,68.12
1003,0.5
1004,11.75
1005,26.88
1006,67.12
1007,64.75
1008,96.88
1009,69.5
1010,9.0
1011,26.88
1012,71.12
1013,50.62
1014,20.0
1015,68.25
1016,28.88
1017,0.88
1018,44.75
1019,57.12
1020,81.38
1021,77.38
1022,26.12
1023,1.88
1024,54.62
1025,78.75
1026,14.0
1027,90.12
1028,42.5
1029,47.62
1030,56.0
1031,72.25
1032,36.0
1033,63.88
1034,72.62
1035,48.25
1036,13.75
1037,54.62
1038,19.12
1039,61.88
1040,79.12
1041,24.5
1042,12.62
1043,58.75
1044,79.62
1045,48.62
1046,62.88
1047,10.0
1048,56.25
1049,69.62
1050,6.5
1051,14.0
1052,53.88
1053,8.0
1054,35.0
1055,75.88
1056,29.25
1057,46.25
1058,80.88
1059,5.75
1060,86.0
1061,42.12
1062,3.25
1063,49.0
1064,89.25
1065,75.62
1066,0.12
1067,93.0
1068,24.5
1069,37.5
1070,29.12
1071,91.62
1072,7.88
1073,56.12
1074,93.12
1075,40.25
1076,39.25
1077,16.75
1078,75.0
1079,56.0
1080,69.12
1081,74.0
1082,78.25
1083,88.12
1084,22.38
1085,88.62
1086,74.12
1087,10.88
1088,31.88
1089,11.25
1090,55.5
1091,44.62
1092,76.12
1093,21.38
1094,2.25
1095,34.25
1096,6.88
1097,49.25
1098,68.0
1099,37.25
1100,29.88
1101,14.88
1102,19.25
1103,54.5
1104,88.88
1105,9.5
1106,92.25
1107,33.88
1108,83.38
1109,26.88
1110,65.12
1111,34.0
1112,20.88
1113,43.62
1114,32.12
1115,63.88
1116,33.5
1117,72.62
1118,59.38
1119,7.38
1120,79.62
1121,34.75
1122,54.0
1123,52.25
1124,74.12
1125,86.88
1126,58.12
1127,74.75
1128,16.75
1129,45.88
1130,77.75
1131,1.75
1132,92.75
1133,17.88
1134,20.75
1135,61.0
1136,12.88
1137,87.5
1138,35.5
1139,88.12
1140,70.62
1141,11.75
1142,92.88
1143,79.62
1144,39.12
1145,51.5
1146,13.25
1147,88.88
1148,88.5
1149,13.62
1150,73.12
1151,78.0
1152,95.5
1153,95.62
1154,32.25
1155,95.88
1156,98.88
1157,66.38
1158,47.62
1159,39.88
1160,81.75
1161,29.88
1162,94.75
1163,33.25
1164,77.38
1165,57.88
1166,44.62
1167,2.25
1168,57.75
1169,26.88
1170,33.38
1171,60.5
1172,72.0
1173,71.62
1174,29.62
1175,79.88
1176,63.12
1177,6.62
1178,77.62
1179,49.38
1180,53.12
1181,71.0
1182,43.38
1183,22.12
1184,7.25
1185,40.25
1186,74.12
1187,54.88
1188,21.38
1189,11.38
1190,42.0
1191,12.38
1192,26.5
1193,47.12
1194,6.5
1195,78.12
1196,34.62
1197,54.5
1198,87.75
1199,66.5
1200,73.38
1201,1.62
1202,47.5
1203,90.62
1204,6.12
1205,20.75
1206,73.0
1207,47.38
1208,26.38
1209,88.75
1210,3.62
1211,41.62
1212,5.75
1213,56.88
1214,28.75
1215,13.38
1216,65.38
1217,18.88
1218,14.5
1219,41.62
1220,58.12
1221,74.75
1222,30.12
1223,1.88
1224,99.62
1225,91.25
1226,15.62
1227,47.38
1228,83.0
1229,91.5
1230,22.25
1231,86.5
1232,93.0
1233,37.62
1234,45.62
1235,31.38
1236,93.25
1237,41.75
1238,3.62
1239,4.25
1240,71.12
1241,91.25
1242,89.25
1243,99.5
1244,61.88
1245,99.0
1246,84.0
1247,41.0
1248,1.88
1249,62.25
1250,68.12
1251,7.25
1252,2.12
1253,43.12
1254,94.5
1255,89.5
1256,52.38
1257,82.75
1258,76.88
1259,88.0
1260,29.75
1261,34.5
1262,79.62
1263,79.0
1264,67.62
1265,26.12
1266,31.12
1267,13.88
1268,22.62
1269,0.75
1270,9.75
1271,35.75
1272,41.5
1273,90.12
1274,85.0
1275,2.5
1276,82.88
1277,53.62
1278,8.12
1279,8.12
1280,0.75
1281,43.12
1282,18.88
1283,1.38
1284,60.38
1285,70.75
1286,41.0
1287,70.12
1288,23.5
1289,27.62
1290,22.12
1291,0.25
1292,21.88
1293,6.38
1294,54.5
1295,16.25
1296,24.75
1297,44.5
1298,8.62
1299,73.62
1300,79.88
1301,56.62
1302,96.5
1303,14.0
1304,45.5
1305,49.25
1306,76.75
1307,90.25
1308,75.12
1309,73.5
1310,59.75
1311,59.5
1312,80.25
1313,10.5
1314,91.12
1315,27.75
1316,74.5
1317,79.62
1318,55.62
1319,20.25
1320,27.25
1321,29.25
1322,61.0
1323,30.5
1324,9.38
1325,64.75
1326,39.25
1327,42.25
1328,73.5
1329,82.88
1330,44.5
1331,91.5
1332,65.5
1333,60.25
1334,80.25
1335,17.75
1336,18.38
1337,43.75
1338,82.0
1339,69.75
1340,1.5
1341,13.38
1342,77.62
1343,21.62
1344,10.0
1345,46.75
1346,88.0
1347,62.0
1348,10.12
1349,15.38
1350,98.5
1351,52.12
1352,38.88
1353,13.5
1354,18.12
1355,63.38
1356,84.62
1357,15.88
1358,24.5
1359,30.25
1360,49.88
1361,2.38
1362,98.75
1363,71.75
1364,10.25
1365,20.62
1366,73.38
1367,2.0
1368,38.38
1369,2.75
1370,60.62
1371,77.38
1372,52.5
1373,0.62
1374,72.62
1375,78.25
1376,99.25
1377,66.75
1378,30.38
1379,41.88
1380,81.12
1381,27.25
1382,47.62
1383,75.62
1384,40.25
1385,29.62
1386,31.25
1387,26.62
1388,50.75
1389,55.25
1390,46.88
1391,90.25
1392,51.88
1393,93.88
1394,38.5
1395,16.75
1396,42.62
1397,47.12
1398,24.5
1399,6.38
1400,81.38
1401,81.88
1402,30.5
1403,93.12
1404,62.5
1405,37.5
1406,33.0
1407,21.0
1408,18.75
1409,56.5
1410,28.25
1411,79.88
1412,47.88
1413,56.12
1414,99.12
1415,81.5
1416,95.12
1417,23.5
1418,97.25
1419,31.75
1420,96.5
1421,7.12
1422,18.38
1423,29.75
1424,8.38
1425,3.62
1426,33.38
1427,83.38
1428,27.75
1429,64.25
1430,23.75
1431,55.12
1432,72.62
1433,72.62
1434,19.75
1435,42.0
1436,92.75
1437,47.62
1438,60.0
1439,42.38
1440,94.0
1441,50.88
1442,43.5
1443,55.12
1444,28.12
1445,15.38
1446,73.5
1447,66.38
1448,16.25
1449,57.0
1450,48.88
1451,58.38
1452,80.12
1453,12.0
1454,41.5
1455,41.5
1456,30.0
1457,30.88
1458,64.5
1459,41.88
1460,17.12
1461,27.0
1462,62.38
1463,57.5
1464,8.75
1465,0.0
1466,60.12
1467,48.12
1468,3.62
1469,9.12
1470,87.5
1471,54.62
1472,80.88
1473,22.25
1474,10.0
1475,94.75
1476,97.5
1477,2.0
1478,19.0
1479,88.25
1480,85.38
1481,24.88
1482,55.5
1483,43.75
1484,74.75
1485,32.12
1486,69.12
1487,1.5
1488,52.62
1489,26.25
1490,53.5
1491,17.38
1492,31.88
1493,15.75
1494,74.12
1495,15.75
1496,20.75
1497,85.25
1498,44.0
1499,84.38
1500,82.5
1501,39.12
1502,9.75
1503,33.12
1504,78.25
1505,81.5
1506,79.75
1507,24.12
1508,34.5
1509,59.38
1510,95.5
1511,66.88
1512,38.62
1513,33.62
1514,72.0
1515,68.5
1516,72.25
1517,13.0
1518,27.5
1519,93.62
1520,67.75
1521,92.12
1522,73.12
1523,50.0
1524,15.88
1525,75.62
1526,80.0
1527,11.5
1528,75.12
1529,37.62
1530,47.25
1531,89.12
1532,47.75
1533,42.5
1534,47.0
1535,62.62
1536,92.12
1537,24.25
1538,67.12
1539,10.75
1540,0.88
1541,11.62
1542,76.38
1543,18.62
1544,46.88
1545,45.75
1546,78.62
1547,26.12
1548,45.38
1549,82.25
1550,24.12
1551,89.0
1552,74.38
1553,54.38
1554,70.25
1555,28.62
1556,9.75
1557,81.62
1558,6.0
1559,70.12
1560,35.88
1561,49.5
1562,19.5
1563,33.5
1564,91.88
1565,11.0
1566,47.5
1567,34.12
1568,2.38
1569,77.62
1570,43.5
1571,64.75
1572,36.62
1573,5.5
1574,95.62
1575,38.0
1576,28.12
1577,50.0
1578,3.88
1579,21.25
1580,68.38
1581,27.5
1582,97.62
1583,62.88
1584,28.75
1585,88.38
1586,8.62
1587,8.62
1588,0.12
1589,38.25
1590,74.62
1591,8.5
1592,4.62
1593,21.12
1594,41.5
1595,96.88
1596,87.5
1597,57.62
1598,81.75
1599,63.0
1600,88.38
1601,23.75
1602,58.38
1603,46.62
1604,87.88
1605,69.12
1606,56.25
1607,92.75
1608,30.5
1609,81.12
1610,58.88
1611,72.0
1612,42.38
1613,98.62
1614,70.62
1615,85.62
1616,53.5
1617,88.38
1618,24.75
1619,14.62
1620,48.88
1621,17.5
1622,29.62
1623,70.25
1624,20.88
1625,10.88
1626,91.25
1627,81.5
1628,57.0
1629,83.12
1630,20.75
1631,50.38
1632,19.0
1633,62.75
1634,66.0
1635,72.12
1636,13.12
1637,12.75
1638,11.75
1639,97.38
1640,78.0
1641,98.0
1642,76.75
1643,2.75
1644,63.0
1645,77.88
1646,84.25
1647,47.0
1648,10.88
1649,45.88
1650,30.88
1651,52.62
1652,44.0
1653,20.5
1654,28.88
1655,99.75
1656,79.62
1657,50.25
1658,89.12
1659,84.75
1660,26.75
1661,61.38
1662,31.25
1663,12.38
1664,80.5
1665,59.62
1666,58.12
1667,41.0
1668,14.75
1669,67.5
1670,8.38
1671,31.75
1672,1.88
1673,52.5
1674,44.62
1675,47.25
1676,88.25
1677,78.38
1678,5.5
1679,61.88
1680,88.88
1681,73.0
1682,75.0
1683,42.12
1684,9.62
1685,27.38
1686,48.5
1687,48.5
1688,51.38
1689,91.75
1690,43.12
1691,10.0
1692,29.25
1693,25.12
1694,87.62
1695,19.62
1696,68.5
1697,28.62
1698,28.0
1699,66.38
1700,74.62
1701,87.75
1702,80.75
1703,58.5
1704,63.25
1705,55.25
1706,97.5
1707,33.5
1708,29.12
1709,41.25
1710,29.88
1711,70.0
1712,31.88
1713,66.88
1714,82.12
1715,83.38
1716,2.25
1717,29.25
1718,81.0
1719,31.38
1720,45.38
1721,30.25
1722,76.12
1723,5.62
1724,93.0
1725,35.62
1726,86.62
1727,74.25
1728,39.62
1729,10.25
1730,81.0
1731,2.88
1732,38.0
1733,34.88
1734,54.12
1735,26.5
1736,91.88
1737,2.5
1738,10.0
1739,76.12
1740,30.88
1741,71.0
1742,98.38
1743,73.75
1744,44.5
1745,85.88
1746,47.12
1747,14.75
1748,57.5
1749,56.38
1750,28.5
1751,61.75
1752,0.12
1753,63.75
1754,11.12
1755,79.75
1756,86.38
1757,69.25
1758,60.38
1759,74.12
1760,36.5
1761,81.12
1762,79.88
1763,49.88
1764,70.12
1765,61.88
1766,99.0
1767,24.38
1768,91.75
1769,66.5
1770,18.0
1771,89.12
1772,0.62
1773,92.0
1774,38.38
1775,59.5
1776,59.0
1777,90.88
1778,6.5
1779,70.5
1780,90.0
1781,59.88
1782,84.62
1783,96.88
1784,49.62
1785,46.0
1786,31.62
1787,14.88
1788,89.12
1789,76.62
1790,13.62
1791,24.5
1792,54.75
1793,43.38
1794,62.12
1795,2.88
1796,27.75
1797,53.38
1798,78.38
1799,75.38
1800,83.88
1801,59.62
1802,56.25
1803,19.62
1804,81.88
1805,28.75
1806,84.88
1807,68.62
1808,2.25
1809,44.5
1810,56.38
1811,62.62
1812,88.5
1813,18.5
1814,6.0
1815,34.12
1816,28.5
1817,93.25
1818,89.12
1819,51.0
1820,35.88
1821,30.38
1822,37.12
1823,18.62
1824,30.25
1825,57.12
1826,86.62
1827,60.5
1828,90.62
1829,20.88
1830,82.38
1831,86.88
1832,32.0
1833,86.0
1834,98.88
1835,53.62
1836,34.0
1837,90.25
1838,27.88
1839,99.62
1840,65.5
1841,87.38
1842,46.0
1843,78.62
1844,36.12
1845,42.0
1846,54.0
1847,95.75
1848,65.0
1849,17.0
1850,26.0
1851,50.5
1852,56.0
1853,32.88
1854,3.38
1855,60.75
1856,73.88
1857,50.88
1858,10.88
1859,13.75
1860,66.5
1861,73.38
1862,80.12
1863,60.12
1864,20.38
1865,6.0
1866,46.38
1867,86.12
1868,11.5
1869,87.38
1870,9.88
1871,15.25
1872,68.75
1873,29.75
1874,92.62
1875,84.25
1876,75.25
1877,93.62
1878,46.38
1879,41.88
1880,76.38
1881,82.88
1882,74.62
1883,34.88
1884,69.38
1885,81.75
1886,62.25
1887,60.12
1888,75.0
1889,11.75
1890,64.5
1891,36.88
1892,97.25
1893,97.75
1894,43.5
1895,60.5
1896,54.62
1897,9.0
1898,31.38
1899,17.12
1900,11.38
1901,57.5
1902,52.0
1903,34.25
1904,15.62
1905,36.75
1906,45.25
1907,42.38
1908,79.62
1909,94.38
1910,27.12
1911,77.88
1912,91.38
1913,9.38
1914,98.88
1915,41.5
1916,29.5
1917,64.0
1918,64.25
1919,83.5
1920,87.75
1921,21.12
1922,38.38
1923,8.25
1924,56.88
1925,56.38
1926,32.5
1927,22.12
1928,57.5
1929,34.88
1930,95.88
1931,67.62
1932,63.62
1933,73.75
1934,57.62
1935,65.62
1936,50.75
1937,36.75
1938,27.12
1939,86.38
1940,57.62
1941,80.0
1942,28.75
1943,39.88
1944,9.62
1945,75.25
1946,70.25
1947,74.25
1948,59.38
1949,52.38
1950,18.38
1951,37.75
1952,80.75
1953,45.75
1954,32.75
1955,99.75
1956,94.0
1957,4.75
1958,4.62
1959,9.75
1960,15.88
1961,91.38
1962,53.12
1963,78.0
1964,46.25
1965,58.5
1966,49.75
1967,95.88
1968,40.0
1969,92.88
1970,44.5
1971,8.38
1972,74.0
1973,36.25
1974,65.62
1975,21.88
1976,32.0
1977,61.62
1978,40.75
1979,95.25
1980,82.12
1981,86.25
1982,61.88
1983,24.12
1984,24.88
1985,43.75
1986,14.0
1987,85.0
1988,68.88
1989,4.12
1990,15.12
1991,86.12
1992,26.75
1993,24.38
1994,42.62
1995,87.25
1996,24.0
1997,5.62
1998,41.5
1999,43.62
2000,41.5
2001,48.0
2002,0.12
2003,37.12
2004,21.12
2005,64.75
2006,6.12
2007,41.62
2008,29.25
2009,59.25
2010,85.12
2011,27.88
2012,61.62
2013,67.5
2014,69.12
2015,70.88
2016,30.75
2017,21.75
2018,78.75
2019,78.75
2020,69.75
2021,40.0
2022,22.38
2023,73.62
2024,65.0
2025,32.0
2026,27.62
2027,34.25
2028,42.25
2029,33.38
2030,2.0
2031,98.88
2032,8.62
2033,58.62
2034,32.62
2035,42.12
2036,78.75
2037,54.5
2038,46.12
2039,40.0
2040,17.38
2041,38.25
2042,38.88
2043,77.75
2044,77.0
2045,85.88
2046,52.0
2047,96.88
2048,95.62
2049,54.25
2050,79.62
2051,31.75
2052,33.38
2053,61.5
2054,8.88
2055,60.75
2056,60.88
2057,97.25
2058,63.62
2059,9.38
2060,49.5
2061,86.25
2062,73.12
2063,54.62
2064,52.38
2065,53.12
2066,11.0
2067,52.75
2068,54.5
2069,16.25
2070,30.88
2071,74.88
2072,39.88
2073,69.62
2074,36.75
2075,42.75
2076,33.62
2077,58.88
2078,26.75
2079,98.62
2080,83.0
2081,35.5
2082,64.25
2083,53.12
2084,31.12
2085,51.12
2086,67.5
2087,56.38
2088,81.38
2089,7.88
2090,30.0
2091,71.12
2092,63.0
2093,0.12
2094,27.12
2095,14.38
2096,50.0
2097,42.88
2098,67.62
2099,83.12
2100,40.38
2101,47.38
2102,94.12
2103,5.5
2104,76.12
2105,17.62
2106,65.12
2107,7.38
2108,61.75
2109,61.38
2110,19.75
2111,35.25
2112,95.38
2113,25.75
2114,49.38
2115,8.38
2116,73.88
2117,46.25
2118,79.62
2119,84.0
2120,100.0
2121,3.62
2122,3.38
2123,72.25
2124,62.12
2125,78.38
2126,62.38
2127,40.75
2128,18.62
2129,16.0
2130,44.25
2131,77.38
2132,68.25
2133,47.75
2134,68.38
2135,5.0
2136,2.38
2137,45.75
2138,83.88
2139,67.62
2140,70.75
2141,85.0
